city_development_index,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,target
0.92,1.0,0.0,2.0,21,0,1,218,0
0.555,0.0,0.0,2.0,2,75,0,42,0
0.924,1.0,0.0,2.0,21,75,5,15,0
0.92,1.0,0.0,2.0,19,2500,1,25,0
0.92,1.0,0.0,1.0,15,75,1,23,0
0.647,0.0,2.0,2.0,2,0,0,55,0
0.8959999999999999,1.0,0.0,3.0,17,10000,2,78,0
0.884,1.0,2.0,1.0,8,0,0,74,0
0.624,1.0,0.0,2.0,0,10000,2,122,1
0.895,1.0,0.0,4.0,21,75,1,22,0
0.624,1.0,0.0,3.0,16,10000,5,143,0
0.91,0.0,0.0,2.0,11,0,1,103,1
0.92,1.0,0.0,2.0,6,75,1,22,0
0.897,1.0,2.0,2.0,4,75,2,50,0
0.91,1.0,0.0,2.0,20,2500,3,280,1
0.924,1.0,0.0,3.0,14,75,5,43,0
0.92,1.0,0.0,2.0,2,5,1,18,0
0.624,0.0,2.0,2.0,0,0,0,70,1
0.647,0.0,2.0,2.0,2,0,0,30,1
0.92,1.0,0.0,3.0,9,10000,1,174,0
0.794,0.0,0.0,2.0,1,25,1,55,0
0.903,0.0,0.0,2.0,5,75,1,90,0
0.92,1.0,0.0,3.0,19,0,1,80,0
0.926,1.0,0.0,1.0,16,5,0,66,0
0.698,1.0,0.0,2.0,4,5,1,80,1
0.743,1.0,0.0,3.0,12,0,3,26,0
0.923,1.0,0.0,3.0,19,10000,1,37,0
0.698,1.0,2.0,3.0,3,75,2,45,0
0.624,1.0,0.0,2.0,7,750,1,78,1
0.926,1.0,0.0,2.0,9,75,2,77,0
0.903,1.0,0.0,2.0,6,250,0,20,0
0.913,1.0,0.0,2.0,15,25,1,15,0
0.624,1.0,0.0,2.0,9,750,5,36,1
0.926,0.0,2.0,1.0,6,0,1,102,1
0.698,1.0,2.0,2.0,3,75,1,20,0
0.624,1.0,0.0,2.0,5,2500,1,15,1
0.92,1.0,0.0,3.0,0,2500,1,73,0
0.55,1.0,0.0,2.0,6,25,1,45,1
0.939,1.0,0.0,3.0,17,2500,1,22,0
0.624,0.0,2.0,1.0,0,0,0,166,1
0.92,1.0,0.0,2.0,17,250,1,23,0
0.92,1.0,0.0,3.0,21,10000,3,55,0
0.698,1.0,2.0,2.0,5,750,1,166,0
0.91,1.0,2.0,2.0,9,0,1,55,1
0.913,1.0,0.0,2.0,21,2500,2,18,0
0.754,0.0,2.0,1.0,1,0,1,63,0
0.698,1.0,0.0,2.0,8,250,5,62,0
0.624,1.0,2.0,2.0,4,25,4,109,1
0.915,1.0,0.0,3.0,16,0,4,60,0
0.855,1.0,1.0,2.0,6,250,1,98,0
0.754,1.0,0.0,2.0,21,75,5,82,0
0.926,1.0,0.0,3.0,3,250,1,19,0
0.91,1.0,0.0,2.0,21,25,5,282,0
0.89,1.0,0.0,2.0,16,750,1,4,0
0.624,0.0,0.0,2.0,4,10000,2,102,1
0.92,1.0,0.0,2.0,10,2500,2,23,0
0.92,1.0,0.0,2.0,21,0,5,110,1
0.8270000000000001,0.0,2.0,1.0,14,0,2,7,0
0.92,1.0,0.0,2.0,16,0,0,17,1
0.855,0.0,2.0,1.0,2,10000,1,7,0
0.624,1.0,0.0,2.0,16,5,4,103,1
0.804,1.0,2.0,1.0,5,250,1,79,0
0.855,1.0,1.0,2.0,5,25,1,48,0
0.91,1.0,0.0,2.0,7,75,2,99,0
0.939,1.0,0.0,2.0,21,75,1,9,0
0.91,1.0,0.0,2.0,16,0,1,52,0
0.887,1.0,0.0,2.0,21,750,4,13,0
0.624,1.0,0.0,2.0,10,25,1,24,0
0.897,0.0,2.0,2.0,7,0,0,90,0
0.92,1.0,0.0,2.0,21,2500,5,174,0
0.91,1.0,0.0,2.0,17,25,3,54,0
0.866,1.0,2.0,2.0,9,5,3,44,0
0.926,1.0,0.0,2.0,15,750,2,21,0
0.92,1.0,0.0,2.0,11,0,1,30,1
0.878,0.0,0.0,0.0,3,25,3,88,0
0.92,0.0,2.0,2.0,2,0,1,21,1
0.624,1.0,0.0,2.0,5,5,0,102,1
0.624,1.0,0.0,2.0,6,250,2,18,1
0.92,0.0,0.0,2.0,3,0,0,12,0
0.924,1.0,0.0,3.0,19,2500,2,70,0
0.92,0.0,2.0,1.0,1,0,0,67,0
0.624,0.0,0.0,2.0,3,250,1,64,1
0.91,0.0,0.0,1.0,21,7500,5,89,0
0.92,1.0,0.0,2.0,10,10000,5,20,1
0.624,1.0,0.0,2.0,2,7500,2,16,0
0.923,1.0,0.0,3.0,9,10000,4,170,0
0.843,1.0,0.0,2.0,7,5,1,107,0
0.624,0.0,2.0,2.0,3,0,0,38,1
0.848,1.0,0.0,3.0,18,10000,5,17,1
0.579,1.0,0.0,2.0,6,5,1,72,0
0.92,1.0,0.0,3.0,16,7500,5,58,0
0.89,0.0,1.0,2.0,3,5,1,24,0
0.926,1.0,0.0,4.0,16,250,2,28,0
0.91,1.0,0.0,3.0,8,2500,4,74,0
0.4479999999999999,0.0,0.0,2.0,1,0,0,73,1
0.6659999999999999,1.0,0.0,3.0,16,75,5,160,0
0.624,1.0,0.0,3.0,7,250,1,26,0
0.624,1.0,2.0,2.0,7,75,1,3,1
0.624,1.0,0.0,2.0,6,75,1,17,1
0.698,1.0,0.0,2.0,13,5,1,278,0
0.92,1.0,0.0,2.0,21,25,1,20,0
0.624,1.0,0.0,3.0,12,250,2,62,1
0.92,1.0,0.0,2.0,16,10000,2,17,1
0.92,1.0,0.0,3.0,5,75,5,60,0
0.804,1.0,0.0,2.0,10,750,1,14,0
0.802,0.0,2.0,2.0,6,0,1,40,0
0.624,1.0,0.0,2.0,3,75,1,65,0
0.6890000000000001,1.0,2.0,3.0,3,25,5,56,1
0.624,1.0,2.0,3.0,2,75,1,8,1
0.92,1.0,0.0,2.0,21,0,1,9,1
0.804,1.0,0.0,2.0,7,0,1,18,1
0.804,1.0,0.0,2.0,9,75,1,128,0
0.897,0.0,0.0,2.0,17,0,5,51,0
0.624,0.0,2.0,2.0,3,0,0,18,1
0.624,0.0,2.0,2.0,4,0,1,45,1
0.92,1.0,1.0,2.0,14,2500,5,39,0
0.92,0.0,0.0,2.0,19,0,1,64,1
0.624,0.0,2.0,3.0,6,0,0,15,1
0.926,0.0,0.0,2.0,11,75,1,139,0
0.624,1.0,2.0,2.0,4,75,1,244,1
0.884,1.0,0.0,4.0,21,25,5,58,0
0.91,0.0,0.0,1.0,3,0,1,147,0
0.92,1.0,0.0,2.0,15,10000,5,242,0
0.92,1.0,0.0,2.0,2,75,1,124,0
0.866,1.0,0.0,3.0,7,2500,1,72,0
0.92,1.0,0.0,2.0,21,5,5,47,0
0.925,1.0,0.0,2.0,10,2500,5,162,1
0.926,1.0,0.0,2.0,21,750,5,59,0
0.8270000000000001,1.0,0.0,4.0,21,75,5,96,0
0.92,1.0,0.0,3.0,21,250,1,258,1
0.92,1.0,0.0,2.0,16,25,4,12,0
0.92,1.0,0.0,2.0,15,10000,4,96,0
0.754,1.0,0.0,3.0,10,2500,1,47,0
0.92,1.0,0.0,3.0,15,2500,1,36,0
0.926,0.0,2.0,2.0,8,7500,4,31,0
0.682,1.0,0.0,2.0,12,75,5,25,1
0.897,1.0,0.0,3.0,7,10000,2,24,1
0.92,1.0,1.0,2.0,21,750,3,44,1
0.843,0.0,0.0,2.0,14,25,4,122,0
0.92,0.0,0.0,2.0,5,75,3,5,0
0.939,1.0,0.0,2.0,9,25,1,18,0
0.926,0.0,2.0,3.0,8,10000,4,134,0
0.92,1.0,0.0,2.0,13,250,1,19,0
0.884,1.0,0.0,2.0,4,2500,4,11,0
0.92,0.0,0.0,3.0,21,0,0,72,0
0.899,1.0,0.0,2.0,21,10000,2,81,0
0.926,1.0,0.0,3.0,13,750,4,52,0
0.856,1.0,0.0,2.0,14,75,1,124,0
0.6659999999999999,1.0,0.0,1.0,6,25,1,19,0
0.624,1.0,0.0,2.0,7,75,1,29,1
0.91,0.0,2.0,3.0,11,7500,5,90,0
0.8270000000000001,0.0,2.0,2.0,5,0,1,77,1
0.698,1.0,0.0,2.0,9,0,1,130,0
0.92,1.0,0.0,2.0,17,0,1,24,1
0.91,1.0,0.0,2.0,10,5,3,56,1
0.843,1.0,0.0,3.0,12,75,1,4,0
0.743,1.0,0.0,0.0,3,5,1,4,0
0.725,1.0,0.0,2.0,8,0,1,61,0
0.897,1.0,0.0,4.0,11,250,2,200,0
0.92,1.0,1.0,2.0,9,75,4,162,0
0.743,1.0,1.0,3.0,2,5,1,58,0
0.624,1.0,2.0,3.0,0,5,1,29,1
0.624,1.0,0.0,2.0,10,75,1,46,1
0.794,1.0,0.0,2.0,5,250,1,6,0
0.624,1.0,2.0,2.0,14,0,5,64,0
0.762,1.0,0.0,3.0,6,0,0,21,0
0.926,1.0,0.0,2.0,13,25,3,154,0
0.884,1.0,0.0,2.0,21,250,1,10,1
0.926,1.0,0.0,3.0,21,250,1,154,0
0.92,1.0,0.0,2.0,10,75,1,49,0
0.924,0.0,2.0,3.0,21,750,2,24,0
0.926,1.0,0.0,2.0,9,25,3,10,0
0.895,1.0,0.0,3.0,14,75,3,18,0
0.698,1.0,1.0,2.0,5,250,1,29,0
0.698,1.0,1.0,3.0,10,75,1,37,0
0.767,1.0,0.0,2.0,1,250,1,37,0
0.925,1.0,0.0,2.0,4,75,1,46,0
0.897,0.0,1.0,2.0,2,2500,2,40,0
0.698,0.0,2.0,2.0,2,0,0,48,0
0.92,1.0,0.0,4.0,21,2500,3,84,0
0.91,1.0,0.0,2.0,21,10000,5,56,0
0.92,0.0,0.0,0.0,2,0,2,36,1
0.897,1.0,0.0,2.0,21,75,5,61,0
0.92,1.0,0.0,2.0,21,75,5,35,0
0.698,1.0,0.0,3.0,11,75,1,15,0
0.92,1.0,0.0,3.0,21,2500,1,36,0
0.897,0.0,2.0,2.0,6,0,0,320,0
0.754,1.0,0.0,2.0,21,75,3,124,0
0.7659999999999999,0.0,0.0,2.0,1,0,0,19,1
0.897,1.0,0.0,2.0,2,5,1,75,0
0.926,1.0,0.0,2.0,5,25,4,11,0
0.855,1.0,2.0,2.0,15,0,1,78,0
0.698,0.0,0.0,2.0,1,750,1,165,0
0.802,0.0,0.0,3.0,3,2500,1,34,0
0.91,1.0,1.0,2.0,6,750,1,65,0
0.698,1.0,0.0,3.0,6,0,1,98,1
0.92,1.0,0.0,2.0,18,250,1,6,0
0.624,1.0,0.0,2.0,9,5,2,54,1
0.92,1.0,0.0,2.0,18,10000,5,45,0
0.91,0.0,0.0,1.0,4,0,0,57,0
0.92,1.0,0.0,2.0,18,250,1,13,1
0.92,1.0,0.0,2.0,12,750,1,121,0
0.855,1.0,0.0,3.0,15,250,1,55,0
0.92,1.0,0.0,2.0,4,10000,1,118,0
0.939,1.0,0.0,2.0,20,2500,5,40,0
0.624,1.0,2.0,3.0,3,75,1,100,1
0.895,1.0,0.0,3.0,14,250,1,83,0
0.926,1.0,0.0,2.0,21,250,5,19,0
0.624,0.0,2.0,2.0,3,0,0,8,0
0.92,1.0,0.0,2.0,21,0,5,36,0
0.92,0.0,2.0,3.0,10,0,1,138,1
0.92,1.0,0.0,2.0,11,2500,2,41,0
0.624,0.0,0.0,2.0,6,0,0,36,0
0.624,1.0,0.0,2.0,3,0,1,51,0
0.789,1.0,0.0,2.0,8,75,1,10,0
0.804,1.0,0.0,3.0,14,75,1,28,0
0.92,0.0,0.0,4.0,7,10000,5,6,1
0.92,1.0,0.0,2.0,10,2500,5,12,0
0.866,1.0,0.0,4.0,20,10000,5,61,0
0.7759999999999999,0.0,2.0,2.0,5,0,1,330,0
0.624,1.0,0.0,2.0,4,10000,2,29,1
0.624,1.0,0.0,2.0,6,2500,3,97,0
0.7759999999999999,1.0,0.0,2.0,17,0,5,13,1
0.926,1.0,0.0,2.0,5,250,3,15,0
0.698,1.0,0.0,2.0,3,2500,2,24,0
0.624,1.0,1.0,2.0,6,5,0,236,0
0.624,1.0,0.0,3.0,6,25,1,83,0
0.92,1.0,2.0,2.0,6,750,2,4,0
0.878,0.0,1.0,2.0,5,10000,1,77,0
0.92,1.0,0.0,2.0,20,7500,1,110,0
0.92,1.0,0.0,2.0,6,75,1,106,0
0.897,1.0,0.0,3.0,3,250,1,59,0
0.926,1.0,0.0,4.0,21,250,2,140,0
0.91,1.0,0.0,1.0,1,25,1,140,0
0.923,1.0,2.0,1.0,4,0,2,42,0
0.897,1.0,0.0,4.0,14,75,3,8,0
0.895,1.0,1.0,1.0,13,75,2,172,0
0.624,1.0,0.0,2.0,21,10000,5,26,1
0.624,0.0,0.0,2.0,9,0,3,174,0
0.624,1.0,0.0,2.0,7,75,4,33,0
0.802,1.0,0.0,2.0,18,0,1,130,0
0.624,1.0,0.0,2.0,21,0,5,78,1
0.884,1.0,1.0,2.0,17,10000,1,184,0
0.91,1.0,0.0,2.0,10,250,4,65,0
0.884,1.0,0.0,2.0,6,750,1,134,1
0.887,1.0,0.0,1.0,0,750,4,45,0
0.926,1.0,0.0,3.0,16,750,3,72,0
0.887,1.0,0.0,3.0,21,0,5,112,0
0.91,0.0,0.0,2.0,21,75,5,278,0
0.866,0.0,2.0,1.0,16,0,0,130,0
0.624,1.0,0.0,2.0,4,75,2,112,1
0.92,1.0,0.0,2.0,14,2500,5,66,0
0.92,1.0,0.0,2.0,21,750,5,94,0
0.89,0.0,1.0,2.0,8,250,2,108,0
0.624,0.0,2.0,1.0,0,0,0,214,1
0.789,1.0,2.0,2.0,14,10000,1,130,0
0.92,1.0,0.0,3.0,21,10000,4,35,0
0.92,1.0,0.0,2.0,13,10000,3,12,0
0.6890000000000001,1.0,2.0,3.0,10,7500,1,9,0
0.727,1.0,1.0,3.0,8,250,5,11,0
0.754,0.0,0.0,1.0,6,250,0,100,0
0.926,0.0,0.0,3.0,21,10000,5,5,0
0.802,1.0,0.0,2.0,17,2500,2,90,0
0.926,0.0,2.0,1.0,9,0,0,122,0
0.92,1.0,0.0,2.0,21,0,5,25,0
0.92,1.0,0.0,2.0,10,2500,5,24,0
0.92,1.0,0.0,2.0,18,250,5,146,0
0.624,1.0,0.0,3.0,18,7500,4,80,1
0.939,0.0,1.0,2.0,3,7500,2,72,0
0.6659999999999999,1.0,0.0,2.0,10,75,4,54,0
0.92,1.0,0.0,2.0,21,10000,5,57,0
0.92,1.0,0.0,2.0,11,25,1,75,0
0.92,1.0,0.0,2.0,10,0,1,16,1
0.624,1.0,0.0,2.0,5,25,3,6,1
0.89,1.0,0.0,1.0,14,75,2,39,0
0.92,0.0,0.0,0.0,0,0,0,29,1
0.647,1.0,0.0,2.0,4,750,1,18,0
0.698,1.0,0.0,2.0,6,75,1,100,0
0.92,1.0,0.0,3.0,3,750,1,50,0
0.92,1.0,1.0,2.0,16,2500,1,152,0
0.754,1.0,1.0,1.0,5,25,2,57,0
0.624,0.0,2.0,1.0,8,0,0,111,0
0.92,1.0,0.0,2.0,6,10000,1,78,1
0.855,0.0,2.0,1.0,9,0,1,19,0
0.92,1.0,0.0,2.0,9,250,2,75,0
0.92,0.0,1.0,2.0,1,0,0,99,1
0.92,1.0,0.0,2.0,21,250,4,51,1
0.939,1.0,0.0,4.0,21,750,5,9,0
0.624,1.0,0.0,2.0,5,750,1,100,1
0.939,1.0,0.0,2.0,21,0,1,56,1
0.939,1.0,0.0,2.0,21,0,5,25,0
0.624,1.0,2.0,2.0,3,75,1,86,0
0.624,1.0,0.0,2.0,3,250,1,78,0
0.55,1.0,0.0,2.0,3,75,1,7,1
0.754,0.0,0.0,2.0,8,0,3,69,1
0.903,0.0,2.0,1.0,2,75,1,18,0
0.92,1.0,0.0,2.0,14,0,5,25,1
0.624,0.0,2.0,2.0,8,250,2,192,1
0.92,0.0,0.0,2.0,4,0,2,92,1
0.92,1.0,0.0,2.0,3,10000,1,25,0
0.84,1.0,0.0,2.0,3,75,1,41,1
0.92,1.0,0.0,2.0,0,0,1,42,1
0.624,1.0,0.0,2.0,7,250,1,72,1
0.92,1.0,1.0,2.0,15,10000,5,65,1
0.91,1.0,0.0,2.0,21,750,4,320,0
0.895,1.0,0.0,2.0,12,75,3,22,0
0.6659999999999999,1.0,0.0,2.0,10,75,1,38,0
0.92,1.0,0.0,2.0,21,75,3,7,1
0.91,1.0,0.0,2.0,21,2500,5,28,0
0.92,1.0,2.0,2.0,5,0,1,25,0
0.92,1.0,0.0,2.0,4,250,1,60,0
0.92,1.0,0.0,2.0,13,75,3,66,0
0.92,1.0,0.0,2.0,21,2500,2,27,0
0.855,1.0,0.0,2.0,11,0,4,109,1
0.624,1.0,0.0,3.0,3,10000,1,94,1
0.624,1.0,0.0,3.0,8,7500,5,36,1
0.92,1.0,0.0,2.0,4,75,1,204,0
0.92,1.0,0.0,2.0,21,5,2,15,0
0.92,0.0,0.0,4.0,21,0,5,210,0
0.624,1.0,0.0,2.0,10,75,3,21,0
0.92,1.0,0.0,2.0,21,2500,5,16,0
0.698,0.0,0.0,2.0,2,0,1,48,0
0.926,1.0,0.0,3.0,18,250,1,61,0
0.92,1.0,0.0,2.0,21,750,3,113,0
0.939,1.0,0.0,2.0,19,0,1,31,0
0.939,1.0,0.0,2.0,21,75,2,148,0
0.895,1.0,0.0,3.0,21,0,1,111,0
0.915,1.0,0.0,2.0,9,250,5,112,0
0.92,1.0,1.0,2.0,9,0,3,55,0
0.92,1.0,0.0,2.0,10,7500,1,172,0
0.624,1.0,2.0,2.0,7,0,1,32,0
0.91,0.0,0.0,1.0,0,10000,3,39,0
0.925,0.0,2.0,2.0,9,0,0,34,0
0.915,1.0,2.0,1.0,10,10000,1,89,0
0.698,0.0,2.0,1.0,5,0,1,4,0
0.92,1.0,0.0,2.0,10,250,5,20,0
0.92,0.0,0.0,1.0,3,0,0,2,0
0.923,1.0,0.0,2.0,8,75,0,326,0
0.925,1.0,0.0,2.0,21,5,5,161,0
0.775,0.0,1.0,2.0,5,0,1,46,1
0.8959999999999999,1.0,0.0,2.0,21,0,2,168,0
0.91,0.0,0.0,2.0,2,0,2,266,0
0.926,0.0,0.0,2.0,17,25,1,18,0
0.884,1.0,0.0,2.0,13,0,5,30,0
0.698,0.0,0.0,2.0,18,750,5,69,0
0.92,0.0,0.0,3.0,11,250,5,70,0
0.939,1.0,0.0,2.0,8,5,1,8,0
0.884,1.0,0.0,3.0,9,250,1,47,0
0.91,1.0,0.0,2.0,14,25,1,26,0
0.91,1.0,0.0,2.0,21,2500,5,102,0
0.624,0.0,0.0,2.0,0,75,1,48,0
0.926,0.0,2.0,2.0,4,75,1,23,0
0.855,1.0,0.0,3.0,11,250,1,56,0
0.624,0.0,2.0,2.0,7,0,0,3,1
0.89,0.0,2.0,2.0,7,0,1,106,1
0.903,1.0,0.0,2.0,20,250,2,36,0
0.624,1.0,0.0,2.0,10,75,5,38,0
0.92,0.0,2.0,3.0,10,0,1,105,0
0.92,1.0,0.0,2.0,3,75,2,46,0
0.893,1.0,0.0,3.0,20,7500,2,15,0
0.92,1.0,0.0,2.0,7,250,2,11,0
0.897,1.0,0.0,3.0,19,25,3,12,0
0.91,1.0,0.0,1.0,4,0,0,56,0
0.92,1.0,0.0,2.0,6,10000,1,9,0
0.949,1.0,2.0,2.0,16,5,3,152,0
0.624,1.0,0.0,3.0,3,75,1,22,1
0.698,0.0,0.0,2.0,6,250,5,8,0
0.92,1.0,0.0,3.0,7,10000,1,20,0
0.624,1.0,0.0,3.0,17,25,1,48,1
0.92,1.0,0.0,2.0,21,25,2,43,0
0.92,1.0,0.0,3.0,21,2500,5,37,0
0.624,1.0,0.0,2.0,6,75,5,22,1
0.91,1.0,0.0,4.0,21,5,2,26,0
0.624,1.0,0.0,2.0,2,0,1,6,1
0.897,1.0,0.0,3.0,2,2500,1,56,0
0.925,1.0,2.0,2.0,3,250,2,228,0
0.926,0.0,2.0,1.0,5,0,1,8,0
0.939,0.0,2.0,1.0,2,0,0,182,0
0.764,1.0,2.0,3.0,10,0,1,102,0
0.893,1.0,0.0,3.0,21,2500,0,133,0
0.92,0.0,0.0,3.0,21,0,1,47,0
0.924,1.0,0.0,1.0,9,0,0,246,0
0.926,1.0,0.0,2.0,21,5,5,30,0
0.698,0.0,2.0,3.0,3,0,0,108,1
0.624,1.0,0.0,2.0,4,5,1,166,0
0.926,1.0,0.0,4.0,21,250,4,30,0
0.926,1.0,0.0,2.0,9,750,4,54,0
0.855,0.0,2.0,1.0,3,2500,1,52,0
0.754,0.0,0.0,1.0,4,5,4,94,1
0.92,1.0,0.0,2.0,21,7500,4,36,0
0.92,0.0,0.0,4.0,14,2500,1,15,0
0.698,1.0,0.0,3.0,15,75,2,96,1
0.92,1.0,0.0,2.0,21,750,5,152,0
0.512,1.0,0.0,3.0,9,75,1,68,0
0.847,1.0,2.0,3.0,11,0,5,13,0
0.92,1.0,0.0,2.0,10,0,1,50,1
0.895,1.0,1.0,2.0,10,5,1,72,0
0.795,1.0,0.0,2.0,17,250,2,21,0
0.698,1.0,0.0,2.0,10,2500,4,66,0
0.92,0.0,2.0,1.0,8,0,1,79,0
0.754,0.0,2.0,1.0,11,75,5,40,0
0.698,0.0,1.0,2.0,4,2500,2,136,0
0.897,1.0,1.0,2.0,6,10000,4,25,0
0.624,0.0,2.0,1.0,0,0,0,50,1
0.527,1.0,2.0,1.0,5,0,0,3,0
0.939,1.0,0.0,2.0,21,2500,2,42,0
0.91,0.0,2.0,2.0,3,10000,1,78,1
0.767,0.0,2.0,2.0,3,250,0,4,0
0.897,1.0,0.0,3.0,6,25,2,146,0
0.92,0.0,2.0,1.0,6,0,1,196,0
0.91,0.0,0.0,2.0,2,0,0,50,1
0.624,0.0,0.0,2.0,7,250,5,84,0
0.91,0.0,0.0,2.0,1,0,1,7,0
0.92,0.0,0.0,1.0,2,0,0,37,0
0.624,0.0,0.0,3.0,4,75,1,3,0
0.897,0.0,0.0,3.0,0,0,2,50,1
0.92,0.0,2.0,2.0,11,7500,1,16,0
0.855,1.0,1.0,2.0,6,2500,0,39,0
0.92,1.0,1.0,2.0,1,75,1,117,0
0.893,1.0,0.0,3.0,10,25,2,57,1
0.926,1.0,0.0,3.0,8,750,0,44,0
0.624,1.0,0.0,2.0,6,10000,1,50,1
0.743,1.0,0.0,3.0,7,2500,5,6,0
0.624,1.0,0.0,2.0,3,10000,2,34,1
0.91,1.0,0.0,2.0,13,2500,1,114,0
0.8959999999999999,0.0,1.0,1.0,6,0,1,43,0
0.899,1.0,0.0,2.0,17,0,0,33,0
0.762,1.0,0.0,2.0,14,2500,3,77,1
0.939,1.0,0.0,2.0,21,2500,1,302,1
0.624,1.0,0.0,2.0,7,250,2,6,1
0.92,1.0,1.0,2.0,2,10000,1,55,0
0.624,1.0,0.0,2.0,5,750,1,294,0
0.5579999999999999,1.0,0.0,2.0,3,75,1,57,1
0.55,1.0,1.0,2.0,7,0,2,310,0
0.91,0.0,2.0,2.0,9,0,0,92,1
0.83,1.0,0.0,2.0,5,75,1,19,0
0.939,1.0,0.0,2.0,15,0,5,34,1
0.624,1.0,0.0,3.0,4,250,1,92,1
0.91,1.0,0.0,2.0,8,250,1,86,0
0.767,1.0,2.0,2.0,1,25,0,149,0
0.884,1.0,0.0,2.0,7,0,2,45,1
0.624,1.0,0.0,2.0,5,250,1,58,0
0.92,1.0,0.0,2.0,8,25,1,57,0
0.926,0.0,0.0,3.0,10,0,1,50,0
0.92,1.0,0.0,2.0,21,2500,5,88,0
0.624,1.0,0.0,3.0,4,250,2,37,0
0.91,1.0,1.0,4.0,21,2500,5,29,0
0.92,1.0,0.0,2.0,21,0,1,157,1
0.92,1.0,0.0,2.0,4,75,1,162,0
0.92,1.0,0.0,3.0,10,5,1,28,0
0.836,1.0,0.0,1.0,10,75,0,150,0
0.92,1.0,0.0,2.0,21,2500,2,29,0
0.92,1.0,0.0,2.0,20,10000,5,45,0
0.92,1.0,0.0,2.0,2,75,1,222,0
0.939,1.0,0.0,3.0,21,0,5,90,0
0.624,0.0,0.0,3.0,2,5,1,95,0
0.6890000000000001,1.0,0.0,2.0,5,75,1,12,0
0.92,1.0,0.0,2.0,21,250,5,90,0
0.682,1.0,0.0,2.0,10,10000,0,54,1
0.855,0.0,2.0,1.0,3,0,0,14,0
0.556,0.0,0.0,2.0,1,75,1,290,1
0.91,1.0,0.0,3.0,15,10000,5,6,0
0.92,1.0,0.0,2.0,8,250,1,176,0
0.92,0.0,2.0,2.0,7,0,1,70,0
0.91,1.0,0.0,3.0,15,750,2,50,0
0.897,0.0,2.0,2.0,11,0,1,156,1
0.926,0.0,0.0,2.0,4,25,4,18,0
0.92,0.0,0.0,2.0,21,250,3,23,0
0.8959999999999999,0.0,0.0,2.0,15,7500,1,17,0
0.698,1.0,0.0,2.0,11,10000,2,108,0
0.939,1.0,0.0,2.0,21,2500,2,22,0
0.897,1.0,0.0,2.0,2,0,2,66,0
0.624,0.0,2.0,2.0,0,10000,1,166,0
0.7759999999999999,1.0,1.0,2.0,4,750,1,44,0
0.754,0.0,0.0,2.0,6,0,0,134,1
0.923,0.0,0.0,3.0,21,0,5,24,1
0.926,0.0,2.0,2.0,8,0,1,92,1
0.899,1.0,0.0,1.0,4,250,2,111,0
0.92,1.0,0.0,2.0,12,75,5,38,0
0.579,0.0,1.0,2.0,3,0,0,47,1
0.698,1.0,1.0,1.0,12,0,4,31,0
0.802,1.0,0.0,1.0,11,0,1,85,0
0.754,0.0,0.0,2.0,1,0,1,120,1
0.893,1.0,0.0,3.0,17,2500,1,13,0
0.926,1.0,0.0,1.0,14,5,2,77,0
0.802,1.0,0.0,2.0,9,25,5,75,0
0.884,1.0,0.0,3.0,16,250,1,25,0
0.92,1.0,0.0,2.0,20,0,5,20,1
0.855,1.0,2.0,3.0,10,10000,1,82,0
0.92,0.0,0.0,2.0,4,10000,3,178,1
0.899,1.0,0.0,2.0,20,750,5,15,0
0.92,0.0,0.0,1.0,5,0,0,15,0
0.624,1.0,0.0,3.0,3,2500,1,6,1
0.92,1.0,0.0,2.0,3,2500,1,4,0
0.923,0.0,0.0,2.0,3,2500,1,51,0
0.897,1.0,0.0,3.0,7,250,4,45,0
0.6890000000000001,1.0,0.0,1.0,2,0,2,100,0
0.624,1.0,0.0,2.0,4,10000,1,28,1
0.92,0.0,2.0,2.0,5,0,1,86,1
0.92,1.0,0.0,2.0,21,5,1,134,0
0.92,1.0,0.0,3.0,21,7500,1,22,0
0.91,1.0,0.0,1.0,21,2500,5,200,1
0.855,0.0,0.0,3.0,0,0,2,59,0
0.92,1.0,0.0,2.0,21,25,5,43,0
0.698,1.0,0.0,3.0,7,25,2,25,0
0.884,1.0,0.0,3.0,21,75,5,39,0
0.8270000000000001,1.0,0.0,3.0,6,250,1,130,0
0.92,1.0,0.0,2.0,6,250,1,168,0
0.698,1.0,1.0,2.0,0,7500,1,8,1
0.91,1.0,2.0,2.0,14,10000,0,9,0
0.926,0.0,0.0,1.0,5,0,1,22,1
0.92,1.0,0.0,3.0,5,75,1,198,0
0.856,1.0,0.0,2.0,12,75,5,214,1
0.897,0.0,0.0,3.0,6,750,4,72,0
0.939,0.0,0.0,2.0,2,10000,1,40,0
0.92,1.0,0.0,2.0,6,10000,1,138,0
0.804,1.0,0.0,2.0,13,75,5,26,0
0.92,0.0,0.0,1.0,3,0,0,55,0
0.923,1.0,0.0,2.0,6,5,1,260,0
0.92,1.0,2.0,2.0,20,25,1,334,0
0.804,1.0,0.0,2.0,11,0,1,96,1
0.624,1.0,1.0,2.0,7,250,2,17,0
0.91,1.0,0.0,2.0,15,75,2,102,0
0.926,0.0,2.0,3.0,4,25,4,40,1
0.92,1.0,0.0,2.0,21,0,5,37,0
0.913,1.0,0.0,2.0,10,75,1,65,0
0.698,1.0,2.0,2.0,9,5,5,9,0
